R,EC
9982851,1.1.1.300
5652172,1.1.1.300
975629,1.1.1.300
10154767,1.1.1.300
10037231,1.1.1.300
5419165,1.1.1.300
10326879,1.1.1.300
10154708,1.1.1.300
10037170,1.1.1.300
10377823,1.1.1.300
10494602,1.1.1.300
5362721,1.1.1.300
5696822,1.1.1.300
10576909,1.1.1.300
10738862,1.1.1.300
196060,1.1.1.300
10173017,1.1.1.300
10268541,1.1.1.300
10832778,1.1.1.300
5623643,1.1.1.300
10039125,1.1.1.300
10156715,1.1.1.300
10379733,1.1.1.300
10496564,1.1.1.300
10649261,1.1.1.300
10831600,1.1.1.300
10838934,1.1.1.300
9931850,1.1.1.300
10792024,1.1.1.300
5362518,1.1.1.300
10823441,1.1.1.300
10863599,1.1.1.300
10837940,1.1.1.300
10792036,1.1.1.300
10792026,1.1.1.300
10791514,1.1.1.300
10792040,1.1.1.300
10823444,1.1.1.300
10792032,1.1.1.300
10792022,1.1.1.300
10791524,1.1.1.300
10792038,1.1.1.300
10791528,1.1.1.300
10863596,1.1.1.300
10792034,1.1.1.300
10791495,1.1.1.300
10559905,1.1.1.31
10542472,1.1.1.31
10235343,1.1.1.31
508473,1.1.1.31
9967633,1.1.1.31
10001235,1.1.1.31
10086859,1.1.1.31
10121387,1.1.1.31
10203036,1.1.1.31
70885,1.1.1.31
10311627,1.1.1.31
10426764,1.1.1.31
10964650,1.1.1.31
10950254,1.1.1.31
10894115,1.1.1.31
10869361,1.1.1.31
10345334,1.1.1.31
10806031,1.1.1.31
10780583,1.1.1.31
10710410,1.1.1.31
10681822,1.1.1.31
10604976,1.1.1.31
10461105,1.1.1.31
10627065,1.1.1.31
10367597,1.1.1.315
2454081,1.1.1.315
5362721,1.1.1.315
10377823,1.1.1.315
2466832,1.1.1.315
10027301,1.1.1.315
10037170,1.1.1.315
5362518,1.1.1.315
10235447,1.1.1.330
10121487,1.1.1.330
10345432,1.1.1.330
10791976,1.1.1.330
10461207,1.1.1.330
10560005,1.1.1.330
10001327,1.1.1.330
10806202,1.1.1.330
10627171,1.1.1.330
548818,1.1.1.330
11039357,1.1.1.34
9981679,1.1.1.34
10216804,1.1.1.34
10957376,1.1.1.34
10879295,1.1.1.34
10791394,1.1.1.34
10325671,1.1.1.34
10441446,1.1.1.34
10614948,1.1.1.34
10101710,1.1.1.34
11008175,1.1.1.34
10549870,1.1.1.34
10431315,1.1.1.35
10316138,1.1.1.35
10316227,1.1.1.35
10316212,1.1.1.35
10316204,1.1.1.35
10172373,1.1.1.35
10316189,1.1.1.35
10282287,1.1.1.35
10395710,1.1.1.35
10207449,1.1.1.35
10207538,1.1.1.35
10426721,1.1.1.35
10091569,1.1.1.35
6787591,1.1.1.35
10345323,1.1.1.35
9971793,1.1.1.35
9971808,1.1.1.35
9971816,1.1.1.35
9971831,1.1.1.35
10207515,1.1.1.35
9971742,1.1.1.35
10207500,1.1.1.35
10091503,1.1.1.35
10091592,1.1.1.35
10091577,1.1.1.35
10091554,1.1.1.35
10207523,1.1.1.35
6787594,1.1.1.35
10544975,1.1.1.35
10001224,1.1.1.35
9967590,1.1.1.35
10544998,1.1.1.35
10544926,1.1.1.35
10086814,1.1.1.35
10544994,1.1.1.35
77312,1.1.1.35
508369,1.1.1.35
77323,1.1.1.35
77254,1.1.1.35
77342,1.1.1.35
77331,1.1.1.35
11068225,1.1.1.35
70837,1.1.1.35
10627063,1.1.1.35
10542438,1.1.1.35
10806029,1.1.1.35
10431330,1.1.1.35
11070541,1.1.1.35
10587003,1.1.1.35
10660220,1.1.1.35
6809264,1.1.1.35
10054921,1.1.1.35
10461094,1.1.1.35
10172376,1.1.1.35
10395713,1.1.1.35
10587006,1.1.1.35
10660223,1.1.1.35
10121376,1.1.1.35
10780545,1.1.1.35
10559903,1.1.1.35
10282290,1.1.1.35
10431338,1.1.1.35
10544988,1.1.1.35
10431264,1.1.1.35
10202993,1.1.1.35
10235332,1.1.1.35
10431353,1.1.1.35
6809263,1.1.1.35
10311584,1.1.1.35
10874223,1.1.1.35
10874294,1.1.1.35
10874278,1.1.1.35
10604940,1.1.1.35
10874266,1.1.1.35
10608552,1.1.1.35
10608537,1.1.1.35
10874272,1.1.1.35
10054918,1.1.1.35
10608566,1.1.1.35
10608495,1.1.1.35
10608560,1.1.1.35
193758,1.1.1.357
2161549,1.1.1.357
2855252,1.1.1.357
192036,1.1.1.357
5615668,1.1.1.357
193841,1.1.1.357
192160,1.1.1.357
193781,1.1.1.357
2161614,1.1.1.357
193800,1.1.1.357
9758682,1.1.1.357
11075276,1.1.1.36
10078196,1.1.1.37
10862043,1.1.1.37
70979,1.1.1.37
10086980,1.1.1.37
10311748,1.1.1.37
11034695,1.1.1.37
9856871,1.1.1.37
10780671,1.1.1.37
10418056,1.1.1.37
10998304,1.1.1.37
10426885,1.1.1.37
10674786,1.1.1.37
10605078,1.1.1.37
9967756,1.1.1.37
10194420,1.1.1.37
10869475,1.1.1.37
10681923,1.1.1.37
10943670,1.1.1.37
977348,1.1.1.37
10465568,1.1.1.37
10534769,1.1.1.37
372855,1.1.1.37
373047,1.1.1.37
10542555,1.1.1.37
10598667,1.1.1.37
372422,1.1.1.37
11003175,1.1.1.37
10203157,1.1.1.37
5652172,1.1.1.372
9931850,1.1.1.372
10158910,1.1.1.372
10859074,1.1.1.372
10102893,1.1.1.372
10834015,1.1.1.372
10269428,1.1.1.372
10792036,1.1.1.372
10158056,1.1.1.372
9931940,1.1.1.372
5692232,1.1.1.372
10045686,1.1.1.372
10381879,1.1.1.372
10825582,1.1.1.372
10040383,1.1.1.372
10498697,1.1.1.372
10217864,1.1.1.372
10834875,1.1.1.372
9982851,1.1.1.372
10791514,1.1.1.372
10791495,1.1.1.372
10268541,1.1.1.372
10792032,1.1.1.372
10163295,1.1.1.372
10823444,1.1.1.372
10792034,1.1.1.372
10832778,1.1.1.372
10273772,1.1.1.372
10386471,1.1.1.372
10792024,1.1.1.372
10838934,1.1.1.372
10837940,1.1.1.372
10326879,1.1.1.372
10859963,1.1.1.372
10792300,1.1.1.372
10381042,1.1.1.372
10503615,1.1.1.372
196060,1.1.1.372
10792040,1.1.1.372
10041256,1.1.1.372
10442586,1.1.1.372
5661256,1.1.1.372
10497868,1.1.1.372
10792038,1.1.1.372
10823441,1.1.1.372
10791524,1.1.1.372
10792026,1.1.1.372
10792022,1.1.1.372
10791528,1.1.1.372
10068641,1.1.1.38
9012268,1.1.1.38
977348,1.1.1.399
10465568,1.1.1.399
5662471,1.1.1.4
5652195,1.1.1.4
10068627,1.1.1.40
9861660,1.1.1.40
10194747,1.1.1.40
10078529,1.1.1.40
9012349,1.1.1.40
10068671,1.1.1.40
9012036,1.1.1.40
10184952,1.1.1.40
10086948,1.1.1.41
10869440,1.1.1.41
70967,1.1.1.41
9967722,1.1.1.41
10780636,1.1.1.41
11003140,1.1.1.41
10950351,1.1.1.41
11034662,1.1.1.41
10893063,1.1.1.42
450984,1.1.1.42
10344141,1.1.1.42
10626323,1.1.1.42
10799231,1.1.1.42
10459870,1.1.1.42
10622243,1.1.1.42
11041607,1.1.1.42
11010294,1.1.1.42
9993815,1.1.1.42
10961206,1.1.1.42
10887270,1.1.1.42
10799224,1.1.1.42
10113632,1.1.1.42
10622236,1.1.1.42
10555802,1.1.1.42
11070317,1.1.1.42
10453463,1.1.1.42
10337922,1.1.1.42
10113625,1.1.1.42
10709417,1.1.1.42
10555809,1.1.1.42
389550,1.1.1.42
389540,1.1.1.42
10228015,1.1.1.42
10559186,1.1.1.42
10228008,1.1.1.42
11041614,1.1.1.42
10337929,1.1.1.42
10453470,1.1.1.42
9993808,1.1.1.42
11010301,1.1.1.42
10234165,1.1.1.42
10120216,1.1.1.42
10961213,1.1.1.42
10000025,1.1.1.42
10887277,1.1.1.42
10087290,1.1.1.44
71299,1.1.1.44
11034828,1.1.1.44
9968062,1.1.1.44
10203465,1.1.1.44
10780901,1.1.1.44
10427212,1.1.1.44
10682231,1.1.1.44
11003268,1.1.1.44
10312059,1.1.1.44
10869789,1.1.1.44
10542818,1.1.1.44
10950642,1.1.1.44
10536753,1.1.1.441
10599629,1.1.1.441
10676003,1.1.1.441
9937298,1.1.1.441
10196328,1.1.1.441
10196331,1.1.1.441
10305122,1.1.1.441
10536756,1.1.1.441
10599632,1.1.1.441
10676006,1.1.1.441
9937340,1.1.1.441
10080075,1.1.1.441
10305119,1.1.1.441
10080072,1.1.1.441
10834885,1.1.1.45
10650555,1.1.1.45
10381888,1.1.1.45
10498706,1.1.1.45
10269437,1.1.1.45
5661290,1.1.1.45
10579177,1.1.1.45
10158919,1.1.1.45
10041265,1.1.1.45
10780545,1.1.1.51
9758682,1.1.1.51
193841,1.1.1.51
804969,1.1.1.51
193800,1.1.1.51
10806029,1.1.1.51
193758,1.1.1.51
192160,1.1.1.51
193781,1.1.1.51
2855252,1.1.1.51
10001867,1.1.1.51
192036,1.1.1.51
10027301,1.1.1.53
10311584,1.1.1.53
10377752,1.1.1.53
10367597,1.1.1.53
10604940,1.1.1.53
5362518,1.1.1.53
10426721,1.1.1.53
2466832,1.1.1.53
2855252,1.1.1.53
10086814,1.1.1.53
10461094,1.1.1.53
10627063,1.1.1.53
10154639,1.1.1.53
10235332,1.1.1.53
10037103,1.1.1.53
10202993,1.1.1.53
10121376,1.1.1.53
10345323,1.1.1.53
192036,1.1.1.53
192160,1.1.1.53
193800,1.1.1.53
5615668,1.1.1.53
10542438,1.1.1.53
6787594,1.1.1.53
193758,1.1.1.53
10869313,1.1.1.53
2161614,1.1.1.53
10559903,1.1.1.53
2454081,1.1.1.53
10806029,1.1.1.53
70837,1.1.1.53
9758682,1.1.1.53
508369,1.1.1.53
5362721,1.1.1.53
10377823,1.1.1.53
10001224,1.1.1.53
6787591,1.1.1.53
193781,1.1.1.53
10894113,1.1.1.53
10780545,1.1.1.53
10037170,1.1.1.53
193841,1.1.1.53
9967590,1.1.1.53
2161549,1.1.1.53
5652172,1.1.1.54
9982851,1.1.1.54
5692232,1.1.1.54
10834875,1.1.1.54
10040383,1.1.1.54
10498697,1.1.1.54
10102893,1.1.1.54
10158056,1.1.1.54
10381879,1.1.1.54
9931850,1.1.1.54
10217864,1.1.1.54
10268541,1.1.1.54
10503615,1.1.1.54
10837940,1.1.1.54
10386471,1.1.1.54
10273772,1.1.1.54
10163295,1.1.1.54
10326879,1.1.1.54
10381042,1.1.1.54
10045686,1.1.1.54
10442586,1.1.1.54
10823441,1.1.1.54
10041256,1.1.1.54
196060,1.1.1.54
10158910,1.1.1.54
10269428,1.1.1.54
10832778,1.1.1.54
10823444,1.1.1.54
10497868,1.1.1.54
10825582,1.1.1.54
10792032,1.1.1.54
10792026,1.1.1.54
10838934,1.1.1.54
10792034,1.1.1.54
10792300,1.1.1.54
9931940,1.1.1.54
2855252,1.1.1.54
10792022,1.1.1.54
10791528,1.1.1.54
10791524,1.1.1.54
10792040,1.1.1.54
10792038,1.1.1.54
10791514,1.1.1.54
10791495,1.1.1.54
10792024,1.1.1.54
10792036,1.1.1.54
5696822,1.1.1.54
5661256,1.1.1.54
10859074,1.1.1.54
10859963,1.1.1.54
10834015,1.1.1.54
5662471,1.1.1.56
5652195,1.1.1.56
10345323,1.1.1.62
9945784,1.1.1.62
10176563,1.1.1.62
194632,1.1.1.62
9982709,1.1.1.62
194689,1.1.1.62
10080335,1.1.1.62
10080331,1.1.1.62
10102708,1.1.1.62
10060021,1.1.1.62
8862137,1.1.1.62
10627601,1.1.1.62
9945804,1.1.1.62
5693390,1.1.1.62
10045945,1.1.1.62
10163547,1.1.1.62
10001867,1.1.1.62
10653667,1.1.1.62
10503866,1.1.1.62
5615668,1.1.1.62
10122050,1.1.1.62
10156096,1.1.1.62
10386731,1.1.1.62
10273994,1.1.1.62
10311584,1.1.1.62
10102741,1.1.1.62
10235983,1.1.1.62
10792049,1.1.1.62
9982677,1.1.1.62
10461703,1.1.1.62
10848606,1.1.1.62
804969,1.1.1.62
10587213,1.1.1.62
10517213,1.1.1.62
10196576,1.1.1.62
192160,1.1.1.62
193841,1.1.1.62
192036,1.1.1.62
10627063,1.1.1.62
193758,1.1.1.62
10774526,1.1.1.62
10604940,1.1.1.62
10774530,1.1.1.62
10694756,1.1.1.62
10550483,1.1.1.62
193064,1.1.1.62
193781,1.1.1.62
9982200,1.1.1.62
10326200,1.1.1.62
10441909,1.1.1.62
10550515,1.1.1.62
10102523,1.1.1.62
10102515,1.1.1.62
10102055,1.1.1.62
10102531,1.1.1.62
10102012,1.1.1.62
10102507,1.1.1.62
10599801,1.1.1.62
10599797,1.1.1.62
10102235,1.1.1.62
10196580,1.1.1.62
193800,1.1.1.62
10001327,1.1.1.62
10217679,1.1.1.62
10217711,1.1.1.62
10305357,1.1.1.62
10305353,1.1.1.62
10326694,1.1.1.62
10326726,1.1.1.62
10420187,1.1.1.62
10420183,1.1.1.62
10426721,1.1.1.62
10662858,1.1.1.62
10589274,1.1.1.62
548818,1.1.1.62
10694724,1.1.1.62
10400114,1.1.1.62
10285932,1.1.1.62
10176576,1.1.1.62
10060034,1.1.1.62
8862152,1.1.1.62
10627171,1.1.1.62
10560005,1.1.1.62
10461207,1.1.1.62
10345432,1.1.1.62
10235447,1.1.1.62
10121487,1.1.1.62
10461094,1.1.1.62
10662892,1.1.1.62
10894113,1.1.1.62
10060066,1.1.1.62
10806029,1.1.1.62
10780545,1.1.1.62
2855252,1.1.1.62
10146767,1.1.1.62
10176608,1.1.1.62
10400146,1.1.1.62
8862380,1.1.1.62
2161549,1.1.1.62
10869313,1.1.1.62
10142494,1.1.1.62
10191138,1.1.1.62
10542438,1.1.1.62
10086814,1.1.1.62
6787591,1.1.1.62
10559903,1.1.1.62
2161614,1.1.1.62
9758682,1.1.1.62
10517245,1.1.1.62
10001224,1.1.1.62
70837,1.1.1.62
6787594,1.1.1.62
10142488,1.1.1.62
10235332,1.1.1.62
10121376,1.1.1.62
9967590,1.1.1.62
508369,1.1.1.62
10202993,1.1.1.62
9982200,1.1.1.64
2161614,1.1.1.64
10550127,1.1.1.64
5615668,1.1.1.64
10102235,1.1.1.64
2161549,1.1.1.64
193064,1.1.1.64
2855252,1.1.1.64
5696822,1.1.1.64
10024540,1.1.1.71
10142510,1.1.1.71
10364957,1.1.1.71
2161651,1.1.1.71
10837949,1.1.1.73
10823525,1.1.1.73
9993942,1.1.1.79
389826,1.1.1.79
10685234,1.1.1.8
389826,1.1.1.81
9993942,1.1.1.81
10268552,1.1.1.9
10381898,1.1.1.9
10158067,1.1.1.9
10269447,1.1.1.9
10158929,1.1.1.9
5662471,1.1.1.9
10041275,1.1.1.9
10040394,1.1.1.9
10381053,1.1.1.9
5652195,1.1.1.9
10497879,1.1.1.9
10498716,1.1.1.9
10465568,1.1.1.95
10629347,1.1.1.95
10006725,1.1.1.95
10126027,1.1.1.95
10349823,1.1.1.95
977348,1.1.1.95
10194420,1.1.1.96
10418056,1.1.1.96
10534769,1.1.1.96
10078196,1.1.1.96
9856871,1.1.1.96
10037675,1.1.1.n11
389986,1.1.1.n12
10400114,1.1.1.n12
390251,1.1.1.n12
390252,1.1.1.n12
10141324,1.1.1.n12
10113823,1.1.1.n12
192331,1.1.1.n12
193535,1.1.1.n12
9982035,1.1.1.n12
9982276,1.1.1.n12
10102076,1.1.1.n12
10102311,1.1.1.n12
10285932,1.1.1.n12
10791538,1.1.1.n12
10792006,1.1.1.n12
2066778,1.1.1.n12
10113812,1.1.1.n12
10102307,1.1.1.n12
9982264,1.1.1.n12
9982272,1.1.1.n12
10176576,1.1.1.n12
9993998,1.1.1.n12
10060034,1.1.1.n12
9994009,1.1.1.n12
389995,1.1.1.n12
10792000,1.1.1.n12
10799389,1.1.1.n12
10799381,1.1.1.n12
2066780,1.1.1.n12
10113810,1.1.1.n12
10141328,1.1.1.n12
9994011,1.1.1.n12
10799387,1.1.1.n12
10799383,1.1.1.n12
10792002,1.1.1.n12
8862152,1.1.1.n12
9993996,1.1.1.n12
10113825,1.1.1.n12
10102299,1.1.1.n12
10023254,1.1.1.n12
10023258,1.1.1.n12
10823113,1.1.1.n12
10662858,1.1.1.n12
193455,1.1.1.n12
10589274,1.1.1.n12
193508,1.1.1.n12
10517213,1.1.1.n12
10823111,1.1.1.n12
11043919,1.1.2.4
11012187,1.1.2.4
10166237,1.1.3.15
10389373,1.1.3.15
10506912,1.1.3.15
10655535,1.1.3.15
10840038,1.1.3.15
10453612,1.1.3.15
6787811,1.1.3.15
10276562,1.1.3.15
10555889,1.1.3.15
10622339,1.1.3.15
10704206,1.1.3.15
10799360,1.1.3.15
10961338,1.1.3.15
10555892,1.1.3.15
9993953,1.1.3.15
10113767,1.1.3.15
10228157,1.1.3.15
10338071,1.1.3.15
10048680,1.1.3.15
389842,1.1.3.15
10982403,1.1.3.15
10453615,1.1.3.15
10704209,1.1.3.15
10622342,1.1.3.15
10799363,1.1.3.15
10961341,1.1.3.15
9993956,1.1.3.15
10338074,1.1.3.15
10113770,1.1.3.15
389862,1.1.3.15
10228160,1.1.3.15
373129,1.1.5.-
70994,1.1.5.-
10598618,1.1.5.-
10534691,1.1.5.-
10674718,1.1.5.-
10426930,1.1.5.-
373147,1.1.5.-
10078103,1.1.5.-
163213,1.1.5.-
165642,1.1.5.-
10605108,1.1.5.-
10542594,1.1.5.-
9854672,1.1.5.-
10087019,1.1.5.-
9967795,1.1.5.-
10194346,1.1.5.-
11039200,1.1.5.3
10325119,1.1.5.3
10878677,1.1.5.3
11068053,1.1.5.3
10790962,1.1.5.3
10693409,1.1.5.3
10614562,1.1.5.3
10440850,1.1.5.3
11007990,1.1.5.3
10216173,1.1.5.3
10957199,1.1.5.3
9981105,1.1.5.3
10101116,1.1.5.3
188467,1.1.5.3
1500781,1.1.98.2
6797961,1.1.99.1
10049854,1.1.99.1
10167399,1.1.99.1
10508007,1.1.99.1
10236408,1.1.99.2
10346464,1.1.99.2
10807506,1.1.99.2
880050,1.1.99.2
10895594,1.1.99.2
10627761,1.1.99.2
10002292,1.1.99.2
10462089,1.1.99.2
10965018,1.1.99.2
10122465,1.1.99.24
10122474,1.1.99.24
10807498,1.1.99.24
10002285,1.1.99.24
10807488,1.1.99.24
880033,1.1.99.24
10236392,1.1.99.24
10002276,1.1.99.24
10462073,1.1.99.24
10462082,1.1.99.24
10560556,1.1.99.24
10236401,1.1.99.24
10346457,1.1.99.24
10965000,1.1.99.24
10346448,1.1.99.24
10627754,1.1.99.24
10965010,1.1.99.24
880002,1.1.99.24
10895576,1.1.99.24
10560547,1.1.99.24
10895586,1.1.99.24
10627745,1.1.99.24
10627752,1.1.99.39
10560554,1.1.99.39
10346455,1.1.99.39
10895584,1.1.99.39
10807496,1.1.99.39
10236399,1.1.99.39
880007,1.1.99.39
10122472,1.1.99.39
10002283,1.1.99.39
11043919,1.1.99.40
10403531,1.10.5.1
8936519,1.10.5.1
10180181,1.10.5.1
10289266,1.10.5.1
10063697,1.10.5.1
10036708,1.11.1.-
5340226,1.11.1.-
10364966,1.11.1.-
10154257,1.11.1.-
10253650,1.11.1.-
10188645,1.11.1.-
10838120,1.11.1.-
9911598,1.11.1.-
10142520,1.11.1.-
10072399,1.11.1.-
10024549,1.11.1.-
10274098,1.11.1.-
2161660,1.11.1.-
9663511,1.11.1.-
10163649,1.11.1.-
10576524,1.11.1.-
5693681,1.11.1.-
10069703,1.11.1.12
9018868,1.11.1.12
10031069,1.11.1.12
3323013,1.11.1.12
9020271,1.11.1.12
71676,1.11.1.12
10365065,1.11.1.12
3341277,1.11.1.12
10149051,1.11.1.12
10031096,1.11.1.12
9018895,1.11.1.12
10149024,1.11.1.12
10526352,1.11.1.12
10069672,1.11.1.12
10069701,1.11.1.12
10069663,1.11.1.12
10185956,1.11.1.12
2161999,1.11.1.12
10185954,1.11.1.12
2161959,1.11.1.12
2161946,1.11.1.12
10024682,1.11.1.12
10409641,1.11.1.12
2161896,1.11.1.12
10409679,1.11.1.12
10482016,1.11.1.12
10481988,1.11.1.12
10185925,1.11.1.12
10185916,1.11.1.12
10024660,1.11.1.12
10142653,1.11.1.12
10371456,1.11.1.12
10526392,1.11.1.12
10365087,1.11.1.12
9968290,1.11.1.12
10142631,1.11.1.12
10409681,1.11.1.12
9020273,1.11.1.12
10409650,1.11.1.12
10087527,1.11.1.12
10526390,1.11.1.12
10312320,1.11.1.12
10526361,1.11.1.12
11073421,1.11.1.15
10596619,1.11.1.15
11073411,1.11.1.15
11073726,1.11.1.15
10672928,1.11.1.15
73646,1.11.1.2
10313778,1.11.1.2
10153949,1.11.1.2
10377049,1.11.1.2
9969471,1.11.1.2
2408558,1.11.1.2
10089072,1.11.1.2
10377046,1.11.1.2
10036412,1.11.1.2
5263616,1.11.1.2
5263614,1.11.1.2
2408527,1.11.1.2
10036409,1.11.1.2
10153946,1.11.1.2
2161612,1.11.1.20
2161718,1.11.1.20
1222704,1.11.1.21
10149092,1.11.1.24
3697894,1.11.1.24
10573889,1.11.1.24
10157477,1.11.1.24
10267933,1.11.1.24
11050623,1.11.1.24
10976330,1.11.1.24
3322995,1.11.1.24
10919637,1.11.1.24
10833743,1.11.1.24
10741144,1.11.1.24
10649529,1.11.1.24
10380441,1.11.1.24
11018670,1.11.1.24
10039788,1.11.1.24
10149017,1.11.1.24
10031062,1.11.1.24
10259924,1.11.1.24
10371520,1.11.1.24
10827256,1.11.1.24
11048017,1.11.1.24
10578380,1.11.1.24
10827719,1.11.1.24
10644228,1.11.1.24
5631885,1.11.1.24
10372255,1.11.1.24
10031474,1.11.1.24
10913423,1.11.1.24
10827210,1.11.1.24
10643865,1.11.1.24
10573511,1.11.1.24
10371449,1.11.1.24
10031126,1.11.1.24
10149448,1.11.1.24
10497271,1.11.1.24
10734027,1.11.1.24
10573886,1.11.1.24
10972882,1.11.1.24
1222755,1.11.1.24
3697882,1.11.1.24
10031471,1.11.1.24
10149445,1.11.1.24
10260469,1.11.1.24
10372252,1.11.1.24
10827716,1.11.1.24
11048462,1.11.1.24
10573555,1.11.1.24
3341343,1.11.1.24
10371539,1.11.1.27
3343700,1.11.1.27
10002407,1.11.1.27
10031145,1.11.1.27
10149113,1.11.1.27
10259933,1.11.1.27
10122599,1.11.1.27
10488543,1.11.1.27
10643911,1.11.1.27
10628511,1.11.1.27
10627857,1.11.1.27
5655733,1.11.1.27
10347682,1.11.1.27
10123790,1.11.1.27
10347692,1.11.1.27
10342274,1.11.1.27
10346582,1.11.1.27
10003653,1.11.1.27
10236526,1.11.1.27
904830,1.11.1.27
917891,1.11.1.27
10237537,1.11.1.27
10573564,1.11.1.27
1222346,1.11.1.28
1222431,1.11.1.28
1222526,1.11.1.28
1222655,1.11.1.28
1500804,1.11.1.29
10544604,1.11.1.6
76031,1.11.1.6
9971326,1.11.1.6
10091103,1.11.1.6
11037222,1.11.1.6
10608165,1.11.1.6
10784508,1.11.1.6
10873405,1.11.1.6
10953237,1.11.1.6
11005880,1.11.1.6
10315755,1.11.1.6
10207127,1.11.1.6
10982519,1.11.1.7
10257033,1.11.1.7
10992097,1.11.1.7
10982522,1.11.1.7
8855490,1.11.1.7
10368336,1.11.1.7
10059536,1.11.1.7
10176079,1.11.1.7
10285469,1.11.1.7
10989255,1.11.1.7
10485405,1.11.1.7
10399595,1.11.1.7
10386835,1.11.1.8
5693681,1.11.1.8
10163649,1.11.1.8
10274098,1.11.1.8
10046049,1.11.1.8
10503968,1.11.1.8
9020271,1.11.1.9
10142631,1.11.1.9
10123790,1.11.1.9
10237537,1.11.1.9
10031136,1.11.1.9
10347692,1.11.1.9
3341397,1.11.1.9
10142653,1.11.1.9
10052668,1.11.1.9
10185956,1.11.1.9
9020273,1.11.1.9
10481988,1.11.1.9
2161959,1.11.1.9
9018895,1.11.1.9
10024660,1.11.1.9
904830,1.11.1.9
10628511,1.11.1.9
10482016,1.11.1.9
10365087,1.11.1.9
2161946,1.11.1.9
2161896,1.11.1.9
10365065,1.11.1.9
10312320,1.11.1.9
10087527,1.11.1.9
9968290,1.11.1.9
71676,1.11.1.9
10371456,1.11.1.9
10149024,1.11.1.9
10170149,1.11.1.9
10031069,1.11.1.9
10149051,1.11.1.9
10031096,1.11.1.9
3341277,1.11.1.9
10488534,1.11.1.9
10371530,1.11.1.9
10003653,1.11.1.9
10510708,1.11.1.9
917891,1.11.1.9
10149102,1.11.1.9
3323013,1.11.1.9
9018868,1.11.1.9
2161999,1.11.1.9
6799695,1.11.1.9
5655733,1.11.1.9
10185916,1.11.1.9
10185925,1.11.1.9
10185954,1.11.1.9
10347682,1.11.1.9
10236526,1.11.1.9
10409679,1.11.1.9
10122599,1.11.1.9
10069663,1.11.1.9
10526390,1.11.1.9
10526392,1.11.1.9
10526361,1.11.1.9
10409681,1.11.1.9
10024682,1.11.1.9
10346582,1.11.1.9
10627857,1.11.1.9
10069703,1.11.1.9
10002407,1.11.1.9
10342274,1.11.1.9
10409641,1.11.1.9
10069672,1.11.1.9
10409650,1.11.1.9
10069701,1.11.1.9
10526352,1.11.1.9
10848202,1.11.2.-
2559639,1.11.2.-
10840135,1.11.2.-
10028150,1.11.2.-
10851145,1.11.2.-
10840161,1.11.2.-
10641887,1.11.2.-
10838120,1.11.2.-
10289113,1.11.2.2
10507070,1.11.2.2
10276722,1.11.2.2
10166405,1.11.2.2
10403404,1.11.2.2
6789126,1.11.2.2
8933635,1.11.2.2
10063563,1.11.2.2
10048846,1.11.2.2
10180039,1.11.2.2
10507055,1.11.2.2
6789031,1.11.2.2
10276707,1.11.2.2
10389518,1.11.2.2
10048831,1.11.2.2
10389533,1.11.2.2
10166390,1.11.2.2
10520398,1.11.2.2
10142667,1.13.11.-
2161768,1.13.11.-
10024560,1.13.11.-
10482030,1.13.11.-
9916401,1.13.11.-
10024601,1.13.11.-
9026005,1.13.11.-
9024983,1.13.11.-
10526658,1.13.11.-
10070006,1.13.11.-
9020251,1.13.11.-
9020256,1.13.11.-
10069707,1.13.11.-
9020278,1.13.11.-
10365101,1.13.11.-
9027633,1.13.11.-
10526396,1.13.11.-
10526682,1.13.11.-
10526670,1.13.11.-
9026006,1.13.11.-
10409693,1.13.11.-
10069695,1.13.11.-
10142531,1.13.11.-
10409944,1.13.11.-
10142614,1.13.11.-
10409946,1.13.11.-
10185948,1.13.11.-
9024872,1.13.11.-
10185928,1.13.11.-
10024643,1.13.11.-
9020610,1.13.11.-
9026003,1.13.11.-
10409685,1.13.11.-
888614,1.13.11.-
10069715,1.13.11.-
9025152,1.13.11.-
10070000,1.13.11.-
10409653,1.13.11.-
2161950,1.13.11.-
10185968,1.13.11.-
2161794,1.13.11.-
10142572,1.13.11.-
9020262,1.13.11.-
10409673,1.13.11.-
10186220,1.13.11.-
9024881,1.13.11.-
10186218,1.13.11.-
9020277,1.13.11.-
9020282,1.13.11.-
10069982,1.13.11.-
9020264,1.13.11.-
10069984,1.13.11.-
10526660,1.13.11.-
10526384,1.13.11.-
2162019,1.13.11.-
10526364,1.13.11.-
9024997,1.13.11.-
9020259,1.13.11.-
9018907,1.13.11.-
10526404,1.13.11.-
10409956,1.13.11.-
9020275,1.13.11.-
10069675,1.13.11.-
10069994,1.13.11.-
10186230,1.13.11.-
10186242,1.13.11.-
10409968,1.13.11.-
10185960,1.13.11.-
10024696,1.13.11.-
9026007,1.13.11.-
9020255,1.13.11.-
9025957,1.13.11.-
10185930,1.13.11.-
9020274,1.13.11.-
10069709,1.13.11.-
10069653,1.13.11.-
10070008,1.13.11.-
10069677,1.13.11.-
10069713,1.13.11.-
9018859,1.13.11.-
9018858,1.13.11.-
9018894,1.13.11.-
10069697,1.13.11.-
10185938,1.13.11.-
10069992,1.13.11.-
9025995,1.13.11.-
10069658,1.13.11.-
2161775,1.13.11.-
10069670,1.13.11.-
10108969,1.13.11.-
